"position","const","created","modified","description","Name","Known for","Birth date (month/day/year)",
"803","nm0000501","Mon Mar 10 13:24:36 2014","Mon Mar 10 13:24:36 2014","","Ray Liotta","Actor, <a href=""http://www.imdb.com/title/tt0099685/"">Goodfellas</a>","1954-12-18"

"804","nm0001674","Mon Mar 10 13:24:42 2014","Mon Mar 10 13:24:42 2014","","Chris Rock","Self, <a href=""http://www.imdb.com/title/tt0280486/"">Bad Company</a>","1965-02-07"

"805","nm0358316","Mon Mar 10 13:24:50 2014","Mon Mar 10 13:24:50 2014","","Jon Hamm","Actor, <a href=""http://www.imdb.com/title/tt1059578/"">Smoke Gets in Your Eyes</a>","1971-03-10"

"806","nm0000439","Mon Mar 10 13:24:59 2014","Mon Mar 10 13:24:59 2014","","Neil Patrick Harris","Actor, <a href=""http://www.imdb.com/title/tt2267998/"">Gone Girl</a>","1973-06-15"

"807","nm0000221","Mon Mar 10 13:25:05 2014","Mon Mar 10 13:25:05 2014","","Charlie Sheen","Actor, <a href=""http://www.imdb.com/title/tt0094291/"">Wall Street</a>","1965-09-03"

"808","nm0001109","Mon Mar 10 13:25:12 2014","Mon Mar 10 13:25:12 2014","","Jaye Davidson","Actor, <a href=""http://www.imdb.com/title/tt0111282/"">Stargate</a>","1968-03-21"

"809","nm0000412","Mon Mar 10 13:25:22 2014","Mon Mar 10 13:25:22 2014","","Andy Garcia","Actor, <a href=""http://www.imdb.com/title/tt0099674/"">The Godfather: Part III</a>","1956-04-12"

"810","nm0503627","Mon Mar 10 13:25:30 2014","Mon Mar 10 13:25:30 2014","","Michael Lerner","Actor, <a href=""http://www.imdb.com/title/tt2378390/"">2 Dead 2 Kill</a>","1941-06-22"

"811","nm0001295","Mon Mar 10 13:25:39 2014","Mon Mar 10 13:25:39 2014","","Graham Greene","Actor, <a href=""http://www.imdb.com/title/tt0120689/"">The Green Mile</a>","1952-06-22"

"812","nm0001117","Mon Mar 10 13:25:48 2014","Mon Mar 10 13:25:48 2014","","Bruce Davison","Actor, <a href=""http://www.imdb.com/title/tt0120903/"">X-Men</a>","1946-06-28"

"813","nm0000101","Mon Mar 10 13:25:56 2014","Mon Mar 10 13:25:56 2014","","Dan Aykroyd","Writer, <a href=""http://www.imdb.com/title/tt0087332/"">Ghost Busters</a>","1952-07-01"

"814","nm0000732","Mon Mar 10 13:26:04 2014","Mon Mar 10 13:26:04 2014","","Danny Aiello","Actor, <a href=""http://www.imdb.com/title/tt0110413/"">Léon</a>","1933-06-20"

"815","nm0000203","Mon Mar 10 13:26:19 2014","Mon Mar 10 13:26:19 2014","","River Phoenix","Actor, <a href=""http://www.imdb.com/title/tt0092005/"">Stand by Me</a>","1970-08-23"

"816","nm0001777","Mon Mar 10 13:26:26 2014","Mon Mar 10 13:26:26 2014","","Dean Stockwell","Actor, <a href=""http://www.imdb.com/title/tt0090756/"">Blue Velvet</a>","1936-03-05"

"817","nm0000345","Mon Mar 10 13:26:31 2014","Mon Mar 10 13:26:31 2014","","Billy Crystal","Actor, <a href=""http://www.imdb.com/title/tt0198781/"">Monsters, Inc.</a>"

"818","nm0000422","Mon Mar 10 13:26:37 2014","Mon Mar 10 13:26:37 2014","","John Goodman","Actor, <a href=""http://www.imdb.com/title/tt0198781/"">Monsters, Inc.</a>"

"819","nm0089217","Mon Mar 10 13:27:03 2014","Mon Mar 10 13:27:03 2014","","Orlando Bloom","Actor, <a href=""http://www.imdb.com/title/tt0325980/"">Pirates of the Caribbean: The Curse of the Black Pearl</a>","1977-01-13"

"820","nm0001745","Mon Mar 10 13:27:13 2014","Mon Mar 10 13:27:13 2014","","Stellan Skarsgård","Actor, <a href=""http://www.imdb.com/title/tt0119217/"">Good Will Hunting</a>","1951-06-13"

"821","nm0342488","Mon Mar 10 13:27:21 2014","Mon Mar 10 13:27:21 2014","","Rupert Grint","Actor, <a href=""http://www.imdb.com/title/tt0295297/"">Harry Potter and the Chamber of Secrets</a>","1988-08-24"

"822","nm0000196","Mon Mar 10 13:27:27 2014","Mon Mar 10 13:27:27 2014","","Mike Myers","Actor, <a href=""http://www.imdb.com/title/tt0145660/"">Austin Powers: The Spy Who Shagged Me</a>","1963-05-25"

"823","nm0879085","Mon Mar 10 13:27:39 2014","Mon Mar 10 13:27:39 2014","","Tyrese Gibson","Actor, <a href=""http://www.imdb.com/title/tt0418279/"">Transformers</a>","1978-12-30"

"824","nm0000704","Mon Mar 10 13:27:51 2014","Mon Mar 10 13:27:51 2014","","Elijah Wood","Actor, <a href=""http://www.imdb.com/title/tt0338013/"">Eternal Sunshine of the Spotless Mind</a>","1981-01-28"

"825","nm0000362","Mon Mar 10 13:28:04 2014","Mon Mar 10 13:28:04 2014","","Danny DeVito","Actor, <a href=""http://www.imdb.com/title/tt0073486/"">One Flew Over the Cuckoo's Nest</a>","1944-11-17"

"851","nm0005188","Mon Mar 10 13:32:31 2014","Mon Mar 10 13:32:31 2014","","James Marsden","Actor, <a href=""http://www.imdb.com/title/tt0120903/"">X-Men</a>","1973-09-18"

"852","nm0000741","Mon Mar 10 13:32:39 2014","Mon Mar 10 13:32:39 2014","","Tim Allen","Actor, <a href=""http://www.imdb.com/title/tt0114709/"">Toy Story</a>","1953-06-13"

"853","nm0000610","Mon Mar 10 13:32:49 2014","Mon Mar 10 13:32:49 2014","","Giovanni Ribisi","Actor, <a href=""http://www.imdb.com/title/tt0499549/"">Avatar</a>","1974-12-17"

"854","nm0000233","Mon Mar 10 13:35:31 2014","Mon Mar 10 13:35:31 2014","","Quentin Tarantino","Writer, <a href=""http://www.imdb.com/title/tt0110912/"">Pulp Fiction</a>","1963-03-27"

"855","nm0000681","Mon Mar 10 13:35:41 2014","Mon Mar 10 13:35:41 2014","","Vince Vaughn","Actor, <a href=""http://www.imdb.com/title/tt2234155/"">The Internship</a>","1970-03-28"

"856","nm0004051","Mon Mar 10 13:35:47 2014","Mon Mar 10 13:35:47 2014","","Brian Cox","Actor, <a href=""http://www.imdb.com/title/tt0332452/"">Troy</a>","1946-06-01"

"857","nm0000598","Mon Mar 10 13:35:54 2014","Mon Mar 10 13:35:54 2014","","Dennis Quaid","Actor, <a href=""http://www.imdb.com/title/tt0319262/"">The Day After Tomorrow</a>","1954-04-09"

"858","nm0000491","Mon Mar 10 13:36:02 2014","Mon Mar 10 13:36:02 2014","","John Leguizamo","Actor, <a href=""http://www.imdb.com/title/tt0268380/"">Ice Age</a>","1964-07-22"

"859","nm0000474","Mon Mar 10 13:36:10 2014","Mon Mar 10 13:36:10 2014","","Michael Keaton","Actor, <a href=""http://www.imdb.com/title/tt2562232/"">Birdman or (The Unexpected Virtue of Ignorance)</a>","1951-09-05"

"860","nm0121605","Mon Mar 10 13:36:18 2014","Mon Mar 10 13:36:18 2014","","Billy Burke","Actor, <a href=""http://www.imdb.com/title/tt1099212/"">Twilight</a>","1966-11-25"

"861","nm0322407","Mon Mar 10 13:36:25 2014","Mon Mar 10 13:36:25 2014","","Brendan Gleeson","Actor, <a href=""http://www.imdb.com/title/tt1631867/"">Edge of Tomorrow</a>","1955-03-29"

"862","nm0163988","Mon Mar 10 13:36:32 2014","Mon Mar 10 13:36:32 2014","","Clark Gregg","Actor, <a href=""http://www.imdb.com/title/tt0848228/"">The Avengers</a>","1962-04-02"

"863","nm0000596","Mon Mar 10 13:36:38 2014","Mon Mar 10 13:36:38 2014","","Jonathan Pryce","Actor, <a href=""http://www.imdb.com/title/tt0325980/"">Pirates of the Caribbean: The Curse of the Black Pearl</a>","1947-06-01"

"864","nm0001497","Mon Mar 10 13:36:46 2014","Mon Mar 10 13:36:46 2014","","Tobey Maguire","Actor, <a href=""http://www.imdb.com/title/tt0145487/"">Spider-Man</a>","1975-06-27"

"865","nm0790688","Mon Mar 10 13:36:58 2014","Mon Mar 10 13:36:58 2014","","Michael Sheen","Actor, <a href=""http://www.imdb.com/title/tt0320661/"">Kingdom of Heaven</a>","1969-02-05"

"866","nm0519043","Mon Mar 10 13:37:05 2014","Mon Mar 10 13:37:05 2014","","Justin Long","Actor, <a href=""http://www.imdb.com/title/tt0337978/"">Live Free or Die Hard</a>","1978-06-02"

"867","nm1553725","Mon Mar 10 13:37:12 2014","Mon Mar 10 13:37:12 2014","","Kellan Lutz","Actor, <a href=""http://www.imdb.com/title/tt1099212/"">Twilight</a>","1985-03-15"

"868","nm0085312","Mon Mar 10 13:37:20 2014","Mon Mar 10 13:37:20 2014","","Jack Black","Actor, <a href=""http://www.imdb.com/title/tt0441773/"">Kung Fu Panda</a>","1969-08-28"

"869","nm0000112","Mon Mar 10 13:37:50 2014","Mon Mar 10 13:37:50 2014","","Pierce Brosnan","Actor, <a href=""http://www.imdb.com/title/tt0113189/"">GoldenEye</a>","1953-05-16"

"870","nm0000293","Mon Mar 10 13:38:59 2014","Mon Mar 10 13:38:59 2014","","Sean Bean","Actor, <a href=""http://www.imdb.com/title/tt0120737/"">The Lord of the Rings: The Fellowship of the Ring</a>","1959-04-17"

"871","nm0147825","Mon Mar 10 13:39:09 2014","Mon Mar 10 13:39:09 2014","","Cedric the Entertainer","Actor, <a href=""http://www.imdb.com/title/tt0268380/"">Ice Age</a>","1964-04-24"

"872","nm1210124","Mon Mar 10 13:39:28 2014","Mon Mar 10 13:39:28 2014","","Taylor Lautner","Actor, <a href=""http://www.imdb.com/title/tt1324999/"">The Twilight Saga: Breaking Dawn - Part 1</a>","1992-02-11"

"873","nm0241049","Mon Mar 10 13:39:35 2014","Mon Mar 10 13:39:35 2014","","Josh Duhamel","Actor, <a href=""http://www.imdb.com/title/tt0418279/"">Transformers</a>","1972-11-14"

"874","nm0269463","Mon Mar 10 13:39:43 2014","Mon Mar 10 13:39:43 2014","","Jon Favreau","Producer, <a href=""http://www.imdb.com/title/tt0371746/"">Iron Man</a>","1966-10-19"

"875","nm0000418","Mon Mar 10 13:39:50 2014","Mon Mar 10 13:39:50 2014","","Danny Glover","Actor, <a href=""http://www.imdb.com/title/tt0093409/"">Lethal Weapon</a>","1946-07-22"

"901","nm0000453","Mon Mar 10 13:46:40 2014","Mon Mar 10 13:46:40 2014","","Ian Holm","Actor, <a href=""http://www.imdb.com/title/tt0382932/"">Ratatouille</a>","1931-09-12"

"902","nm0001447","Mon Mar 10 13:47:19 2014","Mon Mar 10 13:47:19 2014","","Nathan Lane","Actor, <a href=""http://www.imdb.com/title/tt0110357/"">The Lion King</a>","1956-02-03"

"903","nm0000144","Mon Mar 10 13:47:28 2014","Mon Mar 10 13:47:28 2014","","Cary Elwes","Actor, <a href=""http://www.imdb.com/title/tt0093779/"">The Princess Bride</a>","1962-10-26"

"904","nm0001454","Mon Mar 10 13:47:34 2014","Mon Mar 10 13:47:34 2014","","Martin Lawrence","Actor, <a href=""http://www.imdb.com/title/tt0172156/"">Bad Boys II</a>","1965-04-16"

"905","nm0176869","Mon Mar 10 13:47:41 2014","Mon Mar 10 13:47:41 2014","","Steve Coogan","Actor, <a href=""http://www.imdb.com/title/tt2431286/"">Philomena</a>","1965-10-14"

"906","nm0056187","Mon Mar 10 13:47:57 2014","Mon Mar 10 13:47:57 2014","","Sacha Baron Cohen","Actor, <a href=""http://www.imdb.com/title/tt0443453/"">Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan</a>","1971-10-13"

"907","nm0942482","Mon Mar 10 13:48:02 2014","Mon Mar 10 13:48:02 2014","","Jeffrey Wright","Actor, <a href=""http://www.imdb.com/title/tt0381061/"">Casino Royale</a>","1965-12-07"

"908","nm0000329","Mon Mar 10 13:48:16 2014","Mon Mar 10 13:48:16 2014","","Jackie Chan","Actor, <a href=""http://www.imdb.com/title/tt0120812/"">Rush Hour</a>","1954-04-07"

"909","nm0001173","Mon Mar 10 13:48:23 2014","Mon Mar 10 13:48:23 2014","","Aaron Eckhart","Actor, <a href=""http://www.imdb.com/title/tt0468569/"">The Dark Knight</a>","1968-03-12"

"910","nm0941777","Mon Mar 10 13:48:36 2014","Mon Mar 10 13:48:36 2014","","Sam Worthington","Actor, <a href=""http://www.imdb.com/title/tt0499549/"">Avatar</a>","1976-08-02"

"911","nm0202603","Mon Mar 10 13:48:44 2014","Mon Mar 10 13:48:44 2014","","Jack Davenport","Actor, <a href=""http://www.imdb.com/title/tt0325980/"">Pirates of the Caribbean: The Curse of the Black Pearl</a>","1973-03-01"

"912","nm0000547","Mon Mar 10 13:48:52 2014","Mon Mar 10 13:48:52 2014","","Alfred Molina","Actor, <a href=""http://www.imdb.com/title/tt0082971/"">Raiders of the Lost Ark</a>","1953-05-24"

"913","nm0058581","Mon Mar 10 13:48:56 2014","Mon Mar 10 13:48:56 2014","","Justin Bartha","Actor, <a href=""http://www.imdb.com/title/tt1119646/"">The Hangover</a>","1978-07-21"

"914","nm0000434","Mon Mar 10 13:49:04 2014","Mon Mar 10 13:49:04 2014","","Mark Hamill","Actor, <a href=""http://www.imdb.com/title/tt0076759/"">Star Wars</a>","1951-09-25"

"915","nm0000409","Mon Mar 10 13:49:13 2014","Mon Mar 10 13:49:13 2014","","Brendan Fraser","Actor, <a href=""http://www.imdb.com/title/tt0120616/"">The Mummy</a>","1968-12-03"

"916","nm0001084","Mon Mar 10 13:49:20 2014","Mon Mar 10 13:49:20 2014","","Ice Cube","Soundtrack, <a href=""http://www.imdb.com/title/tt0113118/"">Friday</a>","1969-06-15"

"917","nm0000630","Mon Mar 10 13:49:28 2014","Mon Mar 10 13:49:28 2014","","Liev Schreiber","Actor, <a href=""http://www.imdb.com/title/tt0458525/"">X-Men Origins: Wolverine</a>","1967-10-04"

"918","nm1159180","Mon Mar 10 13:49:33 2014","Mon Mar 10 13:49:33 2014","","Ed Helms","Actor, <a href=""http://www.imdb.com/title/tt1119646/"">The Hangover</a>","1974-01-24"

"919","nm0000174","Mon Mar 10 13:49:44 2014","Mon Mar 10 13:49:44 2014","","Val Kilmer","Actor, <a href=""http://www.imdb.com/title/tt0113277/"">Heat</a>","1959-12-31"

"920","nm1258970","Mon Mar 10 13:49:52 2014","Mon Mar 10 13:49:52 2014","","Russell Brand","Actor, <a href=""http://www.imdb.com/title/tt1226229/"">Get Him to the Greek</a>","1975-06-04"

"921","nm0005266","Mon Mar 10 15:01:41 2014","Mon Mar 10 15:01:41 2014","","Craig T. Nelson","Actor, <a href=""http://www.imdb.com/title/tt0317705/"">The Incredibles</a>","1944-04-04"

"922","nm0005170","Mon Mar 10 15:01:46 2014","Mon Mar 10 15:01:46 2014","","Bernie Mac","Actor, <a href=""http://www.imdb.com/title/tt0240772/"">Ocean's Eleven</a>","1957-10-05"

"923","nm0001772","Mon Mar 10 15:02:06 2014","Mon Mar 10 15:02:06 2014","","Patrick Stewart","Actor, <a href=""http://www.imdb.com/title/tt3912738/"">Age Old Excuse</a>","1940-07-13"

"924","nm0001293","Mon Mar 10 15:02:14 2014","Mon Mar 10 15:02:14 2014","","Seth Green","Actor, <a href=""http://www.imdb.com/title/tt0317740/"">The Italian Job</a>","1974-02-08"

"925","nm0005110","Mon Mar 10 15:02:19 2014","Mon Mar 10 15:02:19 2014","","Ashton Kutcher","Actor, <a href=""http://www.imdb.com/title/tt0289879/"">The Butterfly Effect</a>","1978-02-07"

"926","nm0001642","Mon Mar 10 15:02:26 2014","Mon Mar 10 15:02:26 2014","","Randy Quaid","Actor, <a href=""http://www.imdb.com/title/tt0388795/"">Brokeback Mountain</a>","1950-10-01"

"927","nm0000648","Mon Mar 10 15:02:37 2014","Mon Mar 10 15:02:37 2014","","Wesley Snipes","Actor, <a href=""http://www.imdb.com/title/tt0120611/"">Blade</a>","1962-07-31"

"928","nm0524839","Mon Mar 10 15:02:46 2014","Mon Mar 10 15:02:46 2014","","Ludacris","Soundtrack, <a href=""http://www.imdb.com/title/tt1119646/"">The Hangover</a>","1977-09-11"

"929","nm0654648","Sun Mar  8 12:35:35 2015","Sun Mar  8 12:35:35 2015","","David Oyelowo","Actor, <a href=""http://www.imdb.com/title/tt0816692/"">Interstellar</a>","1976-04-01"

"930","nm0835016","Mon Mar 10 15:03:35 2014","Mon Mar 10 15:03:35 2014","","Mark Strong","Actor, <a href=""http://www.imdb.com/title/tt1340800/"">Tinker Tailor Soldier Spy</a>","1963-08-05"

"931","nm0001705","Mon Mar 10 15:03:43 2014","Mon Mar 10 15:03:43 2014","","Rob Schneider","Actor, <a href=""http://www.imdb.com/title/tt0367652/"">Deuce Bigalow: European Gigolo</a>","1963-10-31"

"932","nm0059431","Mon Mar 10 15:03:51 2014","Mon Mar 10 15:03:51 2014","","Jay Baruchel","Actor, <a href=""http://www.imdb.com/title/tt0892769/"">How to Train Your Dragon</a>","1982-04-09"

"933","nm0159789","Mon Mar 10 15:03:59 2014","Mon Mar 10 15:03:59 2014","","Hayden Christensen","Actor, <a href=""http://www.imdb.com/title/tt0121766/"">Star Wars: Episode III - Revenge of the Sith</a>","1981-04-19"

"934","nm0829032","Mon Mar 10 15:04:07 2014","Mon Mar 10 15:04:07 2014","","Ray Stevenson","Actor, <a href=""http://www.imdb.com/title/tt1840309/"">Divergent</a>","1964-05-25"

"935","nm0079273","Mon Mar 10 15:04:16 2014","Mon Mar 10 15:04:16 2014","","Paul Bettany","Actor, <a href=""http://www.imdb.com/title/tt0268978/"">A Beautiful Mind</a>","1971-05-27"

"936","nm0491402","Mon Mar 10 15:06:05 2014","Mon Mar 10 15:06:05 2014","","Hugh Laurie","Actor, <a href=""http://www.imdb.com/title/tt0606035/"">Pilot</a>","1959-06-11"

"937","nm0000676","Mon Mar 10 15:06:15 2014","Mon Mar 10 15:06:15 2014","","Chris Tucker","Actor, <a href=""http://www.imdb.com/title/tt1045658/"">Silver Linings Playbook</a>","1972-08-31"

"938","nm0841910","Mon Mar 10 15:06:38 2014","Mon Mar 10 15:06:40 2014","","Nick Swardson","Actor, <a href=""http://www.imdb.com/title/tt1564367/"">Just Go with It</a>","1976-10-09"

"939","nm0524197","Mon Mar 10 15:06:47 2014","Mon Mar 10 15:06:47 2014","","Josh Lucas","Actor, <a href=""http://www.imdb.com/title/tt0144084/"">American Psycho</a>","1971-06-20"

"940","nm0000563","Mon Mar 10 15:06:54 2014","Mon Mar 10 15:06:54 2014","","Chris O'Donnell","Actor, <a href=""http://www.imdb.com/title/tt0105323/"">Scent of a Woman</a>","1970-06-26"

"941","nm0000973","Mon Mar 10 15:07:02 2014","Mon Mar 10 15:07:02 2014","","Benjamin Bratt","Actor, <a href=""http://www.imdb.com/title/tt1690953/"">Despicable Me 2</a>","1963-12-16"

"942","nm0996669","Mon Mar 10 15:07:12 2014","Mon Mar 10 15:07:12 2014","","Common","Actor, <a href=""http://www.imdb.com/title/tt0475394/"">Smokin' Aces</a>","1972-03-13"

"943","nm0424216","Mon Mar 10 15:07:25 2014","Mon Mar 10 15:07:25 2014","","Johnny Knoxville","Self, <a href=""http://www.imdb.com/title/tt0322802/"">Jackass: The Movie</a>","1971-03-11"

"944","nm0005541","Mon Mar 10 15:07:50 2014","Mon Mar 10 15:07:50 2014","","Marlon Wayans","Actor, <a href=""http://www.imdb.com/title/tt0381707/"">White Chicks</a>","1972-07-23"

"945","nm2541974","Sun Mar  8 12:36:17 2015","Sun Mar  8 12:36:17 2015","","Jai Courtney","Actor, <a href=""http://www.imdb.com/title/tt1840309/"">Divergent</a>","1986-03-15"

"946","nm0000983","Mon Mar 10 15:08:03 2014","Mon Mar 10 15:08:03 2014","","Albert Brooks","Actor, <a href=""http://www.imdb.com/title/tt0266543/"">Finding Nemo</a>","1947-07-22"

"947","nm0000346","Mon Mar 10 15:08:33 2014","Mon Mar 10 15:08:33 2014","","Macaulay Culkin","Actor, <a href=""http://www.imdb.com/title/tt0099785/"">Home Alone</a>","1980-08-26"

"948","nm0000385","Mon Mar 10 15:08:40 2014","Mon Mar 10 15:08:40 2014","","Sam Elliott","Actor, <a href=""http://www.imdb.com/title/tt0286716/"">Hulk</a>","1944-08-09"

"949","nm0001029","Mon Mar 10 15:08:47 2014","Mon Mar 10 15:08:47 2014","","Jim Caviezel","Actor, <a href=""http://www.imdb.com/title/tt0335345/"">The Passion of the Christ</a>","1968-09-26"

"950","nm0006890","Sun Mar  8 12:36:48 2015","Sun Mar  8 12:36:48 2015","","Paul Scofield","Actor, <a href=""http://www.imdb.com/title/tt0060665/"">A Man for All Seasons</a>","1922-01-21"

"951","nm0364813","Mon Mar 10 15:09:09 2014","Mon Mar 10 15:09:09 2014","","Jared Harris","Actor, <a href=""http://www.imdb.com/title/tt1515091/"">Sherlock Holmes: A Game of Shadows</a>","1961-08-24"

"952","nm0555617","Sun Jul  5 13:33:18 2015","Sun Jul  5 13:33:18 2015","","Harpo Marx","Actor, <a href=""http://www.imdb.com/title/tt0023969/"">Duck Soup</a>","1888-11-23"

"953","nm0837177","Mon Mar 10 15:09:26 2014","Mon Mar 10 15:09:26 2014","","Jason Sudeikis","Actor, <a href=""http://www.imdb.com/title/tt1723121/"">We're the Millers</a>","1975-09-18"

"954","nm0001326","Mon Mar 10 15:09:33 2014","Mon Mar 10 15:09:33 2014","","Josh Hartnett","Actor, <a href=""http://www.imdb.com/title/tt0265086/"">Black Hawk Down</a>","1978-07-21"

"955","nm0933940","Mon Mar 10 15:09:44 2014","Mon Mar 10 15:09:44 2014","","Patrick Wilson","Actor, <a href=""http://www.imdb.com/title/tt1457767/"">The Conjuring</a>","1973-07-03"

"956","nm0614165","Mon Mar 10 15:09:54 2014","Mon Mar 10 15:09:54 2014","","Cillian Murphy","Actor, <a href=""http://www.imdb.com/title/tt1375666/"">Inception</a>","1976-05-25"

"957","nm0001082","Mon Mar 10 15:10:02 2014","Mon Mar 10 15:10:02 2014","","Billy Crudup","Actor, <a href=""http://www.imdb.com/title/tt0181875/"">Almost Famous</a>","1968-07-08"

"958","nm2395586","Mon Mar 10 15:10:09 2014","Mon Mar 10 15:10:09 2014","","Christopher Mintz-Plasse","Actor, <a href=""http://www.imdb.com/title/tt0829482/"">Superbad</a>","1989-06-20"

"959","nm1107001","Mon Mar 10 15:10:23 2014","Mon Mar 10 15:10:23 2014","","Anthony Mackie","Actor, <a href=""http://www.imdb.com/title/tt0887912/"">The Hurt Locker</a>","1978-09-23"

"960","nm0648249","Mon Mar 10 15:10:30 2014","Mon Mar 10 15:10:30 2014","","Timothy Olyphant","Actor, <a href=""http://www.imdb.com/title/tt0337978/"">Live Free or Die Hard</a>","1968-05-20"

"961","nm1265802","Mon Mar 10 15:10:36 2014","Mon Mar 10 15:10:36 2014","","Josh Gad","Actor, <a href=""http://www.imdb.com/title/tt2294629/"">Frozen</a>","1981-02-23"

"962","nm0005561","Mon Mar 10 15:10:41 2014","Mon Mar 10 15:10:41 2014","","Luke Wilson","Actor, <a href=""http://www.imdb.com/title/tt0302886/"">Old School</a>","1971-09-21"

"963","nm0765597","Mon Mar 10 15:10:48 2014","Mon Mar 10 15:10:48 2014","","Peter Sarsgaard","Actor, <a href=""http://www.imdb.com/title/tt0418763/"">Jarhead</a>","1971-03-07"

"964","nm0406975","Mon Mar 10 15:10:58 2014","Mon Mar 10 15:10:58 2014","","Rhys Ifans","Actor, <a href=""http://www.imdb.com/title/tt0948470/"">The Amazing Spider-Man</a>","1967-07-22"

"965","nm0333410","Mon Mar 10 15:11:07 2014","Mon Mar 10 15:11:07 2014","","Topher Grace","Actor, <a href=""http://www.imdb.com/title/tt0413300/"">Spider-Man 3</a>","1978-07-12"

"966","nm0366389","Mon Mar 10 15:11:12 2014","Mon Mar 10 15:11:12 2014","","Kevin Hart","Self, <a href=""http://www.imdb.com/title/tt2609912/"">Kevin Hart: Let Me Explain</a>","1979-07-06"

"967","nm0200452","Mon Mar 10 15:11:17 2014","Mon Mar 10 15:11:17 2014","","Paul Dano","Actor, <a href=""http://www.imdb.com/title/tt0449059/"">Little Miss Sunshine</a>","1984-06-19"

"968","nm0005107","Mon Mar 10 15:11:24 2014","Mon Mar 10 15:11:24 2014","","Lenny Kravitz","Soundtrack, <a href=""http://www.imdb.com/title/tt0929632/"">Precious</a>","1964-05-26"

"969","nm0352778","Sun Mar  8 12:36:59 2015","Sun Mar  8 12:36:59 2015","","Bill Hader","Actor, <a href=""http://www.imdb.com/title/tt0829482/"">Superbad</a>","1978-06-07"

"970","nm0000507","Mon Mar 10 15:11:55 2014","Mon Mar 10 15:11:55 2014","","Rob Lowe","Actor, <a href=""http://www.imdb.com/title/tt0145660/"">Austin Powers: The Spy Who Shagged Me</a>","1964-03-17"

"971","nm0005450","Mon Mar 10 15:12:04 2014","Mon Mar 10 15:12:04 2014","","David Spade","Actor, <a href=""http://www.imdb.com/title/tt0120917/"">The Emperor's New Groove</a>","1964-07-22"

"972","nm1443527","Mon Mar 10 15:12:12 2014","Mon Mar 10 15:12:12 2014","","Rob Riggle","Actor, <a href=""http://www.imdb.com/title/tt1232829/"">21 Jump Street</a>","1970-04-21"

"973","nm0000448","Mon Mar 10 15:12:25 2014","Mon Mar 10 15:12:25 2014","","Lance Henriksen","Actor, <a href=""http://www.imdb.com/title/tt0090605/"">Aliens</a>","1940-05-05"

"974","nm0420955","Sun Mar  8 12:37:05 2015","Sun Mar  8 12:37:05 2015","","Richard Jenkins","Actor, <a href=""http://www.imdb.com/title/tt0790724/"">Jack Reacher</a>","1947-05-04"

"975","nm1036181","Mon Mar 10 15:12:53 2014","Mon Mar 10 15:12:53 2014","","Mike Vogel","Actor, <a href=""http://www.imdb.com/title/tt1060277/"">Cloverfield</a>","1979-07-17"

"976","nm1013003","Mon Mar 10 15:12:59 2014","Mon Mar 10 15:12:59 2014","","Michael Ealy","Actor, <a href=""http://www.imdb.com/title/tt0814314/"">Seven Pounds</a>","1973-08-03"

"977","nm0005327","Mon Mar 10 15:13:06 2014","Mon Mar 10 15:13:06 2014","","Freddie Prinze Jr.","Actor, <a href=""http://www.imdb.com/title/tt0267913/"">Scooby-Doo</a>","1976-03-08"

"978","nm0068260","Mon Mar 10 15:13:25 2014","Mon Mar 10 15:13:25 2014","","Jamie Bell","Actor, <a href=""http://www.imdb.com/title/tt0983193/"">The Adventures of Tintin</a>","1986-03-14"

"979","nm1144419","Mon Mar 10 15:13:33 2014","Mon Mar 10 15:13:33 2014","","Danny McBride","Actor, <a href=""http://www.imdb.com/title/tt1240982/"">Your Highness</a>","1976-12-29"

"980","nm0001667","Sun Jul  5 13:33:28 2015","Sun Jul  5 13:33:28 2015","","Jonathan Rhys Meyers","Actor, <a href=""http://www.imdb.com/title/tt0416320/"">Match Point</a>","1977-07-27"

"981","nm0148418","Mon Mar 10 15:13:50 2014","Mon Mar 10 15:13:50 2014","","Michael Cera","Actor, <a href=""http://www.imdb.com/title/tt0446029/"">Scott Pilgrim vs. the World</a>","1988-06-07"

"982","nm0005098","Mon Mar 10 15:13:58 2014","Mon Mar 10 15:13:58 2014","","Chris Klein","Actor, <a href=""http://www.imdb.com/title/tt0163651/"">American Pie</a>","1979-03-14"

"983","nm1535523","Mon Mar 10 15:14:07 2014","Mon Mar 10 15:14:07 2014","","Jaden Smith","Actor, <a href=""http://www.imdb.com/title/tt1155076/"">The Karate Kid</a>","1998-07-08"

"984","nm0344435","Mon Mar 10 15:15:02 2014","Mon Mar 10 15:15:02 2014","","Ioan Gruffudd","Actor, <a href=""http://www.imdb.com/title/tt0120667/"">Fantastic Four</a>","1973-10-06"

"985","nm0266422","Sun Mar  8 12:36:25 2015","Sun Mar  8 12:36:25 2015","","Jimmy Fallon","Actor, <a href=""http://www.imdb.com/title/tt0332047/"">Fever Pitch</a>","1974-09-19"

