"position","const","created","modified","description","Name","Known for","Birth date (month/day/year)",
"828","nm0735442","Mon Mar 10 13:35:06 2014","Mon Mar 10 13:35:06 2014","","Michelle Rodriguez","Actress, <a href=""http://www.imdb.com/title/tt0499549/"">Avatar</a>","1978-07-12"

"829","nm0001264","Mon Mar 10 13:28:45 2014","Mon Mar 10 13:28:45 2014","","Sarah Michelle Gellar","Actress, <a href=""http://www.imdb.com/title/tt0139134/"">Cruel Intentions</a>","1977-04-14"

"830","nm0461498","Mon Mar 10 13:28:51 2014","Mon Mar 10 13:28:51 2014","","Beyoncé Knowles","Soundtrack, <a href=""http://www.imdb.com/title/tt0295178/"">Austin Powers in Goldmember</a>","1981-09-04"

"831","nm0356017","Mon Mar 10 13:29:02 2014","Mon Mar 10 13:29:02 2014","","Rebecca Hall","Actress, <a href=""http://www.imdb.com/title/tt0482571/"">The Prestige</a>","1982-05-03"

"832","nm0005305","Mon Mar 10 13:29:09 2014","Mon Mar 10 13:29:09 2014","","Piper Perabo","Actress, <a href=""http://www.imdb.com/title/tt0482571/"">The Prestige</a>","1976-10-31"

"833","nm0001073","Mon Mar 10 13:29:25 2014","Mon Mar 10 13:29:25 2014","","Courteney Cox","Actress, <a href=""http://www.imdb.com/title/tt0583459/"">The One Where Monica Gets a Roommate</a>","1964-06-15"

"834","nm0000205","Mon Mar 10 13:29:35 2014","Mon Mar 10 13:29:35 2014","","Parker Posey","Actress, <a href=""http://www.imdb.com/title/tt0119324/"">The House of Yes</a>","1968-11-08"

"835","nm1745736","Mon Mar 10 13:29:44 2014","Mon Mar 10 13:29:44 2014","","Paula Patton","Actress, <a href=""http://www.imdb.com/title/tt1229238/"">Mission: Impossible - Ghost Protocol</a>","1975-12-05"

"836","nm1157358","Mon Mar 10 13:29:51 2014","Mon Mar 10 13:29:51 2014","","Michelle Monaghan","Actress, <a href=""http://www.imdb.com/title/tt0945513/"">Source Code</a>","1976-03-23"

"837","nm0000132","Mon Mar 10 13:30:00 2014","Mon Mar 10 13:30:00 2014","","Claire Danes","Actress, <a href=""http://www.imdb.com/title/tt1278469/"">Temple Grandin</a>","1979-04-12"

"838","nm0005123","Mon Mar 10 13:30:09 2014","Mon Mar 10 13:30:09 2014","","Ali Larter","Actress, <a href=""http://www.imdb.com/title/tt0195714/"">Final Destination</a>","1976-02-28"

"839","nm0098378","Mon Mar 10 13:30:15 2014","Mon Mar 10 13:30:15 2014","","Kate Bosworth","Actress, <a href=""http://www.imdb.com/title/tt0348150/"">Superman Returns</a>","1983-01-02"

"840","nm0939697","Mon Mar 10 13:30:24 2014","Mon Mar 10 13:30:24 2014","","Evan Rachel Wood","Actress, <a href=""http://www.imdb.com/title/tt1125849/"">The Wrestler</a>","1987-09-07"

"841","nm0000227","Sun Mar  8 12:15:49 2015","Sun Mar  8 12:15:49 2015","","Mira Sorvino","Actress, <a href=""http://www.imdb.com/title/tt0119675/"">Mimic</a>","1967-09-28"

"842","nm0955471","Mon Mar 10 13:30:40 2014","Mon Mar 10 13:30:40 2014","","Ziyi Zhang","Actress, <a href=""http://www.imdb.com/title/tt0190332/"">Wo hu cang long</a>","1979-02-09"

"843","nm1468739","Mon Mar 10 13:30:47 2014","Mon Mar 10 13:30:47 2014","","Amanda Crew","Actress, <a href=""http://www.imdb.com/title/tt1135985/"">Sex Drive</a>","1986-06-05"

"844","nm0004789","Mon Mar 10 13:30:55 2014","Mon Mar 10 13:30:55 2014","","Amanda Bynes","Actress, <a href=""http://www.imdb.com/title/tt1282140/"">Easy A</a>","1986-04-03"

"845","nm0001435","Mon Mar 10 13:31:01 2014","Mon Mar 10 13:31:01 2014","","Lisa Kudrow","Actress, <a href=""http://www.imdb.com/title/tt0431308/"">P.S. I Love You</a>","1963-07-30"

"846","nm0000117","Mon Mar 10 13:31:08 2014","Mon Mar 10 13:31:08 2014","","Neve Campbell","Actress, <a href=""http://www.imdb.com/title/tt0117571/"">Scream</a>","1973-10-03"

"847","nm0001122","Mon Mar 10 13:31:20 2014","Mon Mar 10 13:31:20 2014","","Ellen DeGeneres","Writer, <a href=""http://www.imdb.com/title/tt0379623/"">Ellen: The Ellen DeGeneres Show</a>","1958-01-26"

"848","nm0005527","Sun Mar  8 12:18:38 2015","Sun Mar  8 12:18:38 2015","","Sofía Vergara","Actress, <a href=""http://www.imdb.com/title/tt0430105/"">Four Brothers</a>","1972-07-10"

"849","nm0601553","Mon Mar 10 13:32:16 2014","Mon Mar 10 13:32:16 2014","","Mandy Moore","Actress, <a href=""http://www.imdb.com/title/tt0398286/"">Tangled</a>","1984-04-10"

"850","nm0000515","Mon Mar 10 13:32:24 2014","Mon Mar 10 13:32:24 2014","","Virginia Madsen","Actress, <a href=""http://www.imdb.com/title/tt0375063/"">Sideways</a>","1961-09-11"

"876","nm2951768","Mon Mar 10 13:39:58 2014","Mon Mar 10 13:39:58 2014","","Freida Pinto","Actress, <a href=""http://www.imdb.com/title/tt1010048/"">Slumdog Millionaire</a>","1984-10-18"

"877","nm0240381","Mon Mar 10 13:40:05 2014","Mon Mar 10 13:40:05 2014","","Hilary Duff","Actress, <a href=""http://www.imdb.com/title/tt0356470/"">A Cinderella Story</a>","1987-09-28"

"878","nm0935541","Mon Mar 10 13:40:16 2014","Mon Mar 10 13:40:16 2014","","Mary Elizabeth Winstead","Actress, <a href=""http://www.imdb.com/title/tt0414982/"">Final Destination 3</a>","1984-11-28"

"879","nm0177639","Mon Mar 10 13:40:26 2014","Mon Mar 10 13:40:26 2014","","Jennifer Coolidge","Actress, <a href=""http://www.imdb.com/title/tt0163651/"">American Pie</a>","1961-08-28"

"880","nm2057859","Sun Mar  8 12:19:14 2015","Sun Mar  8 12:19:14 2015","","Andrea Riseborough","Actress, <a href=""http://www.imdb.com/title/tt2562232/"">Birdman or (The Unexpected Virtue of Ignorance)</a>","1981-11-20"

"881","nm0000208","Sun Mar  8 12:34:14 2015","Sun Mar  8 12:34:14 2015","","Molly Ringwald","Actress, <a href=""http://www.imdb.com/title/tt0088128/"">Sixteen Candles</a>","1968-02-18"

"882","nm0005064","Mon Mar 10 13:40:51 2014","Mon Mar 10 13:40:51 2014","","January Jones","Actress, <a href=""http://www.imdb.com/title/tt0176426/"">All the Rage</a>","1978-01-05"

"883","nm0748973","Sun Mar  8 12:22:31 2015","Sun Mar  8 12:22:31 2015","","Maya Rudolph","Actress, <a href=""http://www.imdb.com/title/tt1478338/"">Bridesmaids</a>","1972-07-27"

"884","nm0000521","Sun Mar  8 12:27:55 2015","Sun Mar  8 12:27:55 2015","","Sophie Marceau","Actress, <a href=""http://www.imdb.com/title/tt0143145/"">The World Is Not Enough</a>","1966-11-17"

"885","nm1385871","Mon Mar 10 13:41:39 2014","Mon Mar 10 13:41:39 2014","","Olga Kurylenko","Actress, <a href=""http://www.imdb.com/title/tt0830515/"">Quantum of Solace</a>","1979-11-14"

"886","nm0004376","Mon Mar 10 13:41:44 2014","Mon Mar 10 13:41:44 2014","","Franka Potente","Actress, <a href=""http://www.imdb.com/title/tt0258463/"">The Bourne Identity</a>","1974-07-22"

"887","nm0429069","Mon Mar 10 13:41:52 2014","Mon Mar 10 13:41:52 2014","","Rashida Jones","Actress, <a href=""http://www.imdb.com/title/tt1155056/"">I Love You, Man</a>"

"888","nm0000224","Mon Mar 10 13:42:01 2014","Mon Mar 10 13:42:01 2014","","Alicia Silverstone","Actress, <a href=""http://www.imdb.com/title/tt0112697/"">Clueless</a>","1976-10-04"

"889","nm2492819","Mon Mar 10 13:42:14 2014","Mon Mar 10 13:42:14 2014","","Rosie Huntington-Whiteley","Actress, <a href=""http://www.imdb.com/title/tt1399103/"">Transformers: Dark of the Moon</a>","1987-04-18"

"890","nm0001273","Sun Jul  5 13:32:47 2015","Sun Jul  5 13:32:47 2015","","Lillian Gish","Actress, <a href=""http://www.imdb.com/title/tt0048424/"">The Night of the Hunter</a>","1893-10-14"

"891","nm1431940","Mon Mar 10 13:42:38 2014","Mon Mar 10 13:42:38 2014","","Evangeline Lilly","Actress, <a href=""http://www.imdb.com/title/tt0478970/"">Ant-Man</a>","1979-08-03"

"892","nm0257969","Sun Mar  8 12:19:24 2015","Sun Mar  8 12:19:24 2015","","Mireille Enos","Actress, <a href=""http://www.imdb.com/title/tt0816711/"">World War Z</a>","1975-09-22"

"893","nm0001349","Mon Mar 10 13:42:56 2014","Mon Mar 10 13:42:56 2014","","Jennifer Love Hewitt","Actress, <a href=""http://www.imdb.com/title/tt0119345/"">I Know What You Did Last Summer</a>","1979-02-21"

"894","nm0002536","Mon Mar 10 13:43:04 2014","Mon Mar 10 13:43:04 2014","","Emmy Rossum","Actress, <a href=""http://www.imdb.com/title/tt1589573/"">Pilot</a>","1986-09-12"

"895","nm1428821","Mon Mar 10 13:43:38 2014","Mon Mar 10 13:43:38 2014","","Joey King","Actress, <a href=""http://www.imdb.com/title/tt1570728/"">Crazy, Stupid

"896","nm0329481","Mon Mar 10 13:43:50 2014","Mon Mar 10 13:43:50 2014","","Ginnifer Goodwin","Actress, <a href=""http://www.imdb.com/title/tt0358273/"">Walk the Line</a>","1978-05-22"

"897","nm0852132","Mon Mar 10 13:44:13 2014","Mon Mar 10 13:44:13 2014","","Christine Taylor","Actress, <a href=""http://www.imdb.com/title/tt0364725/"">Dodgeball: A True Underdog Story</a>","1971-07-30"

"898","nm1227814","Mon Mar 10 13:44:24 2014","Mon Mar 10 13:44:24 2014","","Vanessa Hudgens","Actress, <a href=""http://www.imdb.com/title/tt2101441/"">Spring Breakers</a>","1988-12-14"

"899","nm0180411","Mon Mar 10 13:44:31 2014","Mon Mar 10 13:44:31 2014","","Abbie Cornish","Actress, <a href=""http://www.imdb.com/title/tt1219289/"">Limitless</a>","1982-08-07"

"900","nm0000706","Sun Mar  8 12:35:16 2015","Sun Mar  8 12:35:16 2015","","Michelle Yeoh","Actress, <a href=""http://www.imdb.com/title/tt0190332/"">Wo hu cang long</a>","1962-08-06"
